,residue,split,target
1871,4nyb.A.87,train,True
1872,4nyb.A.88,train,False
1873,4nyb.A.89,train,False
1874,4nyb.A.90,train,True
1875,4nyb.A.91,train,False
1876,2juk.A.2,test,False
1877,2juk.A.1,test,False
1878,2juk.A.3,test,True
1879,2juk.A.4,test,True
1880,2juk.A.5,test,True
1881,2juk.A.6,test,True
1882,2juk.A.7,test,True
1883,2juk.A.8,test,True
1884,2juk.A.9,test,True
1885,2juk.A.10,test,True
1886,2juk.A.11,test,True
1887,2juk.A.12,test,True
1888,2juk.A.13,test,True
1889,2juk.A.14,test,True
1890,2juk.A.15,test,True
1891,2juk.A.16,test,True
1892,2juk.A.17,test,True
1893,2juk.A.18,test,True
1894,2juk.A.19,test,False
1895,2juk.A.20,test,False
1896,2juk.A.21,test,False
1897,2juk.A.22,test,False
1898,3mei.B.2,train,False
1899,3mei.B.1,train,False
1900,3mei.B.3,train,False
1901,3mei.B.4,train,False
1902,3mei.B.5,train,False
1903,3mei.B.6,train,True
1904,3mei.B.7,train,True
1905,3mei.B.8,train,True
1906,3mei.B.9,train,True
1907,3mei.B.10,train,False
1908,3mei.B.11,train,False
1909,3mei.B.12,train,False
1910,3mei.B.13,train,False
1911,3mei.B.14,train,True
1912,3mei.B.15,train,True
1913,3mei.B.16,train,False
1914,3mei.B.17,train,False
1915,3mei.B.18,train,True
1916,3mei.B.19,train,True
1917,3mei.B.20,train,True
1918,3mei.B.21,train,True
1919,3mei.B.22,train,True
1920,3mei.B.23,train,True
1921,3c44.A.2,train,False
1922,3c44.A.1,train,False
1923,3c44.A.3,train,False
1924,3c44.A.4,train,True
1925,3c44.A.5,train,True
1926,3c44.A.6,train,True
1927,3c44.A.7,train,True
1928,3c44.A.8,train,True
1929,3c44.A.9,train,True
1930,3c44.A.10,train,True
1931,3c44.A.11,train,True
1932,3c44.A.12,train,True
1933,3c44.A.13,train,True
1934,3c44.A.14,train,True
1935,3c44.A.15,train,True
1936,3c44.A.16,train,True
1937,3c44.A.17,train,True
1938,3c44.A.18,train,False
1939,3c44.A.19,train,True
1940,3c44.A.20,train,True
1941,3c44.A.21,train,True
1942,3c44.A.22,train,False
1943,3c44.A.23,train,False
1944,2ktz.A.2,train,False
1945,2ktz.A.1,train,False
1946,2ktz.A.3,train,True
1947,2ktz.A.4,train,True
1948,2ktz.A.5,train,True
1949,2ktz.A.6,train,True
1950,2ktz.A.7,train,True
1951,2ktz.A.8,train,True
1952,2ktz.A.9,train,True
1953,2ktz.A.10,train,True
1954,2ktz.A.11,train,True
1955,2ktz.A.12,train,True
1956,2ktz.A.13,train,True
1957,2ktz.A.14,train,False
1958,2ktz.A.15,train,False
1959,2ktz.A.16,train,False
1960,2ktz.A.17,train,False
1961,2ktz.A.18,train,False
1962,2ktz.A.19,train,False
1963,2ktz.A.20,train,False
1964,2ktz.A.21,train,False
1965,2ktz.A.22,train,False
1966,2ktz.A.23,train,False
1967,2ktz.A.24,train,False
1968,2ktz.A.25,train,False
1969,2ktz.A.26,train,False
1970,2ktz.A.27,train,False
1971,2ktz.A.28,train,False
1972,2ktz.A.29,train,True
1973,2ktz.A.30,train,True
1974,2ktz.A.31,train,True
1975,2ktz.A.32,train,True
1976,2ktz.A.33,train,True
1977,2ktz.A.34,train,True
1978,2ktz.A.35,train,True
1979,2ktz.A.36,train,False
1980,2ktz.A.37,train,False
1981,2ktz.A.38,train,False
1982,4lvx.A.2,train,False
1983,4lvx.A.1,train,False
1984,4lvx.A.3,train,False
1985,4lvx.A.4,train,False
1986,4lvx.A.5,train,False
1987,4lvx.A.6,train,False
1988,4lvx.A.7,train,True
1989,4lvx.A.8,train,True
1990,4lvx.A.9,train,False
1991,4lvx.A.10,train,False
1992,4lvx.A.11,train,False
1993,4lvx.A.12,train,False
1994,4lvx.A.13,train,False
1995,4lvx.A.14,train,False
1996,4lvx.A.15,train,False
1997,4lvx.A.16,train,False
1998,4lvx.A.17,train,False
1999,4lvx.A.18,train,False
2000,4lvx.A.19,train,False
2001,4lvx.A.20,train,False
2002,4lvx.A.21,train,False
2003,4lvx.A.22,train,False
2004,4lvx.A.23,train,False
2005,4lvx.A.24,train,True
2006,4lvx.A.25,train,True
2007,4lvx.A.26,train,True
2008,4lvx.A.27,train,False
2009,4lvx.A.28,train,False
2010,4lvx.A.29,train,False
2011,4lvx.A.30,train,False
2012,4lvx.A.31,train,False
2013,4lvx.A.32,train,False
2014,4lvx.A.33,train,False
2015,4lvx.A.34,train,False
2016,4lvx.A.35,train,True
2017,4lvx.A.36,train,False
2018,4lvx.A.37,train,False
2019,4lvx.A.38,train,False
2020,4lvx.A.39,train,False
2021,4lvx.A.40,train,False
2022,4lvx.A.41,train,True
2023,4lvx.A.42,train,True
2024,4lvx.A.43,train,False
2025,4lvx.A.44,train,True
2026,4lvx.A.45,train,False
2027,4lvx.A.46,train,False
2028,4lvx.A.47,train,False
2029,4lvx.A.48,train,False
2030,4lvx.A.49,train,False
2031,4lvx.A.50,train,False
2032,4lvx.A.51,train,False
2033,4lvx.A.52,train,True
2034,4lvx.A.53,train,True
2035,4lvx.A.54,train,True
2036,4lvx.A.55,train,False
2037,4lvx.A.56,train,False
2038,4lvx.A.57,train,False
2039,4lvx.A.58,train,False
2040,4lvx.A.59,train,False
2041,4lvx.A.60,train,False
2042,4lvx.A.61,train,False
2043,4lvx.A.62,train,False
2044,4lvx.A.63,train,False
2045,4lvx.A.64,train,False
2046,4lvx.A.65,train,False
2047,4lvx.A.66,train,False
2048,4lvx.A.67,train,True
2049,4lvx.A.68,train,True
2050,4lvx.A.69,train,False
2051,4lvx.A.70,train,False
2052,4lvx.A.71,train,False
2053,4lvx.A.72,train,False
2054,4lvx.A.73,train,False
2055,4lvx.A.74,train,False
2056,4lvx.A.75,train,False
2057,4lvx.A.76,train,False
2058,4lvx.A.77,train,False
2059,4lvx.A.78,train,True
2060,4lvx.A.79,train,True
2061,4lvx.A.80,train,True
2062,4lvx.A.81,train,False
2063,4lvx.A.82,train,False
2064,4lvx.A.83,train,False
2065,4lvx.A.84,train,False
2066,4lvx.A.85,train,False
2067,4lvx.A.86,train,False
2068,4lvx.A.87,train,False
2069,4lvx.A.88,train,False
2070,4lvx.A.89,train,False
2071,2mxs.A.2,train,False
2072,2mxs.A.1,train,False
2073,2mxs.A.3,train,True
2074,2mxs.A.4,train,True
2075,2mxs.A.5,train,True
2076,2mxs.A.6,train,True
2077,2mxs.A.7,train,False
2078,2mxs.A.8,train,True
2079,2mxs.A.9,train,True
2080,2mxs.A.10,train,True
2081,2mxs.A.11,train,True
2082,2mxs.A.12,train,True
2083,2mxs.A.13,train,True
2084,2mxs.A.14,train,True
2085,2mxs.A.15,train,False
2086,2mxs.A.16,train,True
2087,2mxs.A.17,train,True
2088,2mxs.A.18,train,True
2089,2mxs.A.19,train,True
2090,2mxs.A.20,train,True
2091,2mxs.A.21,train,True
2092,2mxs.A.22,train,True
2093,2mxs.A.23,train,True
2094,2mxs.A.24,train,True
2095,2mxs.A.25,train,False
2096,2mxs.A.26,train,False
2097,2mxs.A.27,train,False
2098,1ddy.A.2,test,False
2099,1ddy.A.1,test,False
2100,1ddy.A.3,test,False
2101,1ddy.A.4,test,False
2102,1ddy.A.5,test,False
2103,1ddy.A.6,test,False
2104,1ddy.A.7,test,False
2105,1ddy.A.8,test,False
2106,1ddy.A.9,test,False
2107,1ddy.A.10,test,False
2108,1ddy.A.11,test,True
2109,1ddy.A.12,test,False
2110,1ddy.A.13,test,True
2111,1ddy.A.14,test,True
2112,1ddy.A.15,test,True
2113,1ddy.A.16,test,True
2114,1ddy.A.17,test,True
2115,1ddy.A.18,test,False
2116,1ddy.A.19,test,False
2117,1ddy.A.20,test,False
2118,1ddy.A.21,test,False
2119,1ddy.A.22,test,False
2120,1ddy.A.23,test,False
2121,1ddy.A.24,test,False
2122,1ddy.A.25,test,False
2123,1ddy.A.26,test,False
2124,1ddy.A.27,test,False
2125,1ddy.A.28,test,False
2126,1ddy.A.29,test,True
2127,1ddy.A.30,test,True
2128,1ddy.A.31,test,True
2129,1ddy.A.32,test,True
2130,1ddy.A.33,test,False
2131,1ddy.A.34,test,False
2132,1ddy.A.35,test,False
2133,5v3f.A.2,test,False
2134,5v3f.A.1,test,False
2135,5v3f.A.3,test,False
2136,5v3f.A.4,test,False
2137,5v3f.A.5,test,False
2138,5v3f.A.6,test,False
2139,5v3f.A.7,test,False
2140,5v3f.A.8,test,True
2141,5v3f.A.9,test,True
2142,5v3f.A.10,test,True
2143,5v3f.A.11,test,True
2144,5v3f.A.12,test,True
2145,5v3f.A.13,test,True
2146,5v3f.A.14,test,True
2147,5v3f.A.15,test,True
2148,5v3f.A.16,test,True
2149,5v3f.A.17,test,False
2150,5v3f.A.18,test,True
2151,5v3f.A.19,test,True
2152,5v3f.A.20,test,True
2153,5v3f.A.21,test,True
2154,5v3f.A.22,test,False
2155,5v3f.A.23,test,True
2156,5v3f.A.24,test,True
2157,5v3f.A.25,test,True
2158,5v3f.A.26,test,True
2159,5v3f.A.27,test,False
2160,5v3f.A.28,test,False
2161,5v3f.A.29,test,False
2162,5v3f.A.30,test,False
2163,5v3f.A.31,test,False
2164,1q8n.A.2,test,False
2165,1q8n.A.1,test,False
2166,1q8n.A.3,test,False
2167,1q8n.A.4,test,True
2168,1q8n.A.5,test,False
2169,1q8n.A.6,test,True
2170,1q8n.A.7,test,True
2171,1q8n.A.8,test,True
2172,1q8n.A.9,test,True
2173,1q8n.A.10,test,True
2174,1q8n.A.11,test,False
2175,1q8n.A.12,test,False
2176,1q8n.A.13,test,False
2177,1q8n.A.14,test,False
2178,1q8n.A.15,test,False
2179,1q8n.A.16,test,False
2180,1q8n.A.17,test,False
2181,1q8n.A.18,test,False
2182,1q8n.A.19,test,False
2183,1q8n.A.20,test,False
2184,1q8n.A.21,test,False
2185,1q8n.A.22,test,False
2186,1q8n.A.23,test,True
2187,1q8n.A.24,test,True
2188,1q8n.A.25,test,True
2189,1q8n.A.26,test,False
2190,1q8n.A.27,test,True
2191,1q8n.A.28,test,True
2192,1q8n.A.29,test,True
2193,1q8n.A.30,test,True
2194,1q8n.A.31,test,True
2195,1q8n.A.32,test,False
2196,1q8n.A.33,test,True
2197,1q8n.A.34,test,False
2198,1q8n.A.35,test,False
2199,1q8n.A.36,test,False
2200,1q8n.A.37,test,False
2201,1q8n.A.38,test,False
2202,2l8h.A.18,train,False
2203,2l8h.A.17,train,False
2204,2l8h.A.19,train,False
2205,2l8h.A.20,train,True
2206,2l8h.A.21,train,True
2207,2l8h.A.22,train,True
2208,2l8h.A.23,train,True
2209,2l8h.A.24,train,False
2210,2l8h.A.25,train,False
2211,2l8h.A.26,train,False
2212,2l8h.A.27,train,True
2213,2l8h.A.28,train,True
2214,2l8h.A.29,train,True
2215,2l8h.A.30,train,True
2216,2l8h.A.31,train,True
2217,2l8h.A.32,train,False
2218,2l8h.A.33,train,True
2219,2l8h.A.34,train,True
2220,2l8h.A.35,train,True
2221,2l8h.A.36,train,True
2222,2l8h.A.37,train,True
2223,2l8h.A.38,train,True
2224,2l8h.A.39,train,True
2225,2l8h.A.40,train,False
2226,2l8h.A.41,train,False
2227,2l8h.A.42,train,False
2228,2l8h.A.43,train,False
2229,2l8h.A.44,train,False
2230,2l8h.A.45,train,False
2231,3oxe.B.2,train,False
2232,3oxe.B.1,train,True
2233,3oxe.B.3,train,False
2234,3oxe.B.4,train,False
2235,3oxe.B.5,train,False
2236,3oxe.B.6,train,False
2237,3oxe.B.7,train,False
2238,3oxe.B.8,train,False
2239,3oxe.B.9,train,True
2240,3oxe.B.10,train,True
2241,3oxe.B.11,train,True
2242,3oxe.B.12,train,True
2243,3oxe.B.13,train,True
2244,3oxe.B.14,train,True
2245,3oxe.B.15,train,False
2246,3oxe.B.16,train,True
2247,3oxe.B.17,train,True
2248,3oxe.B.18,train,True
2249,3oxe.B.19,train,True
2250,3oxe.B.20,train,True
2251,3oxe.B.21,train,True
2252,3oxe.B.22,train,True
2253,3oxe.B.23,train,True
2254,3oxe.B.24,train,True
2255,3oxe.B.25,train,True
2256,3oxe.B.26,train,True
2257,3oxe.B.27,train,False
2258,3oxe.B.28,train,False
2259,3oxe.B.29,train,False
2260,3oxe.B.30,train,True
2261,3oxe.B.31,train,True
2262,3oxe.B.32,train,True
2263,3oxe.B.33,train,True
2264,3oxe.B.34,train,True
2265,3oxe.B.35,train,True
2266,3oxe.B.36,train,True
2267,3oxe.B.37,train,True
2268,3oxe.B.38,train,True
2269,3oxe.B.39,train,True
2270,3oxe.B.40,train,True
2271,3oxe.B.41,train,False
2272,3oxe.B.42,train,False
2273,3oxe.B.43,train,False
2274,3oxe.B.44,train,False
2275,3oxe.B.45,train,True
2276,3oxe.B.46,train,True
2277,3oxe.B.47,train,True
2278,3oxe.B.48,train,True
2279,3oxe.B.49,train,True
2280,3oxe.B.50,train,True
2281,3oxe.B.51,train,True
2282,3oxe.B.52,train,True
2283,3oxe.B.53,train,True
2284,3oxe.B.54,train,True
2285,3oxe.B.55,train,True
2286,3oxe.B.56,train,True
2287,3oxe.B.57,train,False
2288,3oxe.B.58,train,False
2289,3oxe.B.59,train,True
2290,3oxe.B.60,train,True
2291,3oxe.B.61,train,True
2292,3oxe.B.62,train,True
2293,3oxe.B.63,train,True
2294,3oxe.B.64,train,True
2295,3oxe.B.65,train,True
2296,3oxe.B.66,train,True
2297,3oxe.B.67,train,True
2298,3oxe.B.68,train,True
2299,3oxe.B.69,train,True
2300,3oxe.B.70,train,True
2301,3oxe.B.71,train,True
2302,3oxe.B.72,train,True
2303,3oxe.B.73,train,True
2304,3oxe.B.74,train,True
2305,3oxe.B.75,train,True
2306,3oxe.B.76,train,True
2307,3oxe.B.77,train,True
2308,3oxe.B.78,train,True
2309,3oxe.B.79,train,True
2310,3oxe.B.80,train,True
2311,3oxe.B.81,train,True
2312,3oxe.B.82,train,False
2313,3oxe.B.83,train,False
2314,3oxe.B.84,train,False
2315,3oxe.B.85,train,False
2316,3oxe.B.86,train,False
2317,3oxe.B.87,train,False
2318,3oxe.B.88,train,False
2319,6fz0.A.2,train,True
2320,6fz0.A.1,train,True
2321,6fz0.A.3,train,True
2322,6fz0.A.4,train,False
2323,6fz0.A.5,train,True
2324,6fz0.A.6,train,False
2325,6fz0.A.7,train,True
2326,6fz0.A.8,train,True
2327,6fz0.A.9,train,True
2328,6fz0.A.10,train,True
2329,6fz0.A.11,train,True
2330,6fz0.A.12,train,True
2331,6fz0.A.13,train,True
2332,6fz0.A.14,train,False
2333,6fz0.A.15,train,True
2334,6fz0.A.16,train,True
2335,6fz0.A.17,train,True
2336,6fz0.A.18,train,True
2337,6fz0.A.19,train,True
2338,6fz0.A.20,train,True
2339,6fz0.A.21,train,True
2340,6fz0.A.22,train,True
2341,6fz0.A.23,train,False
2342,6fz0.A.24,train,True
2343,6fz0.A.25,train,True
2344,6fz0.A.26,train,True
2345,6fz0.A.27,train,True
2346,6fz0.A.28,train,False
2347,6fz0.A.29,train,False
2348,6fz0.A.30,train,False
2349,6fz0.A.31,train,False
2350,6fz0.A.32,train,False
2351,6fz0.A.38,train,False
2352,6fz0.A.37,train,False
2353,6fz0.A.39,train,False
2354,6fz0.A.40,train,False
2355,6fz0.A.41,train,False
2356,6fz0.A.42,train,False
2357,6fz0.A.43,train,False
2358,6fz0.A.44,train,False
2359,6fz0.A.45,train,True
2360,6fz0.A.46,train,True
2361,6fz0.A.47,train,True
2362,6fz0.A.48,train,True
2363,6fz0.A.49,train,True
2364,6fz0.A.50,train,True
2365,6fz0.A.51,train,True
2366,6fz0.A.52,train,False
2367,1aju.A.17,train,False
2368,1aju.A.16,train,False
2369,1aju.A.18,train,False
2370,1aju.A.19,train,False
2371,1aju.A.20,train,False
2372,1aju.A.21,train,True
2373,1aju.A.22,train,True
2374,1aju.A.23,train,True
2375,1aju.A.26,train,True
2376,1aju.A.25,train,True
2377,1aju.A.27,train,True
2378,1aju.A.28,train,True
2379,1aju.A.29,train,True
2380,1aju.A.30,train,False
2381,1aju.A.31,train,False
2382,1aju.A.32,train,False
2383,1aju.A.33,train,False
2384,1aju.A.34,train,False
2385,1aju.A.35,train,True
2386,1aju.A.36,train,True
2387,1aju.A.37,train,True
2388,1aju.A.38,train,True
2389,1aju.A.39,train,True
2390,1aju.A.40,train,True
2391,1aju.A.41,train,True
2392,1aju.A.42,train,False
2393,1aju.A.43,train,False
2394,1aju.A.44,train,False
2395,1aju.A.45,train,False
2396,1aju.A.46,train,False
2397,4qjh.C.2,val,False
2398,4qjh.C.1,val,False
2399,4qjh.C.3,val,False
2400,4qjh.C.4,val,False
2401,4qjh.C.5,val,False
2402,4qjh.C.6,val,False
2403,4qjh.C.7,val,False
2404,4qjh.C.8,val,False
2405,4qjh.C.9,val,False
2406,4qjh.C.10,val,True
2407,4qjh.C.11,val,True
2408,4qjh.C.12,val,True
2409,4qjh.C.13,val,True
2410,4qjh.C.14,val,True
2411,4qjh.C.15,val,True
2412,4qjh.C.16,val,True
2413,4qjh.C.17,val,True
2414,4qjh.C.18,val,True
2415,4qjh.C.19,val,False
2416,4qjh.C.20,val,False
2417,4qjh.C.21,val,False
2418,4qjh.C.22,val,False
2419,4qjh.C.23,val,False
2420,4qjh.C.24,val,False
2421,4qjh.C.25,val,True
2422,4qjh.C.26,val,True
2423,1arj.N.18,train,False
2424,1arj.N.17,train,False
2425,1arj.N.19,train,False
2426,1arj.N.20,train,True
2427,1arj.N.21,train,True
2428,1arj.N.22,train,True
2429,1arj.N.23,train,True
2430,1arj.N.24,train,True
2431,1arj.N.25,train,True
2432,1arj.N.26,train,True
2433,1arj.N.27,train,True
2434,1arj.N.28,train,True
2435,1arj.N.29,train,True
2436,1arj.N.30,train,False
2437,1arj.N.31,train,False
2438,1arj.N.32,train,False
2439,1arj.N.33,train,True
2440,1arj.N.34,train,True
2441,1arj.N.35,train,True
2442,1arj.N.36,train,True
2443,1arj.N.37,train,True
2444,1arj.N.38,train,True
2445,1arj.N.39,train,True
2446,1arj.N.40,train,True
2447,1arj.N.41,train,False
2448,1arj.N.42,train,False
2449,1arj.N.43,train,False
2450,1arj.N.44,train,False
2451,1arj.N.45,train,False
2452,5fj1.C.2,train,True
2453,5fj1.C.1,train,False
2454,5fj1.C.3,train,True
2455,5fj1.C.4,train,True
2456,5fj1.C.5,train,True
2457,5fj1.C.6,train,False
2458,5fj1.C.7,train,False
2459,5fj1.C.8,train,False
2460,5fj1.C.9,train,True
2461,5fj1.C.10,train,True
2462,5fj1.C.11,train,True
2463,5fj1.C.12,train,True
2464,5fj1.C.13,train,False
2465,5fj1.C.14,train,False
2466,5fj1.C.15,train,False
2467,5fj1.C.16,train,False
2468,5fj1.C.17,train,False
2469,5fj1.C.18,train,True
2470,5fj1.C.19,train,False
2471,5fj1.C.20,train,True
2472,5fj1.C.21,train,False
2473,5fj1.C.22,train,False
2474,5fj1.C.23,train,False
2475,5fj1.C.24,train,False
2476,1nem.A.5,test,True
2477,1nem.A.4,test,False
2478,1nem.A.6,test,True
2479,1nem.A.7,test,True
2480,1nem.A.8,test,True
2481,1nem.A.9,test,True
2482,1nem.A.10,test,True
2483,1nem.A.11,test,True
2484,1nem.A.12,test,True
2485,1nem.A.13,test,True
2486,1nem.A.14,test,False
2487,1nem.A.15,test,True
2488,1nem.A.16,test,True
2489,1nem.A.17,test,True
2490,1nem.A.18,test,True
2491,1nem.A.19,test,True
2492,1nem.A.20,test,True
2493,1nem.A.21,test,True
2494,1nem.A.22,test,True
2495,1nem.A.23,test,True
2496,1nem.A.24,test,False
2497,1nem.A.25,test,False
2498,1nem.A.26,test,False
2499,4meg.B.7,train,True
2500,4meg.B.6,train,False
2501,4meg.B.8,train,True
2502,4meg.B.9,train,True
2503,4meg.B.10,train,True
2504,4meg.B.11,train,False
2505,4meg.B.12,train,False
2506,4meg.B.13,train,False
2507,4meg.B.14,train,False
2508,4meg.B.15,train,False
2509,4meg.B.16,train,True
2510,4meg.B.17,train,True
2511,4meg.B.18,train,True
2512,4meg.B.19,train,True
2513,4meg.B.20,train,True
2514,4meg.B.21,train,True
2515,4meg.B.22,train,False
2516,4meg.B.23,train,True
2517,4meg.B.24,train,True
2518,4meg.B.25,train,False
2519,4meg.B.26,train,False
2520,4meg.B.27,train,False
2521,4meg.B.28,train,False
2522,4meg.B.29,train,False
2523,4meg.B.30,train,False
2524,4meg.B.31,train,True
2525,4meg.B.32,train,False
2526,4meg.B.33,train,False
2527,4meg.B.34,train,False
2528,4meg.B.35,train,False
2529,4meg.B.36,train,False
2530,4meg.B.37,train,False
2531,4meg.B.38,train,False
2532,4meg.B.39,train,False
2533,4meg.B.40,train,True
2534,4meg.B.41,train,True
2535,4meg.B.42,train,True
2536,4meg.B.43,train,True
2537,4meg.B.44,train,True
2538,4meg.B.45,train,False
2539,4meg.B.46,train,False
2540,4meg.B.47,train,True
2541,4meg.B.48,train,True
2542,4meg.B.49,train,True
2543,4meg.B.50,train,False
2544,4meg.B.51,train,False
2545,4meg.B.52,train,True
2546,4meg.B.53,train,True
2547,4meg.B.54,train,True
2548,4meg.B.55,train,True
2549,4meg.B.56,train,True
2550,4meg.B.57,train,False
2551,4meg.B.58,train,True
2552,4meg.B.59,train,True
2553,4meg.B.60,train,False
2554,4meg.B.61,train,False
2555,4meg.B.62,train,False
2556,4meg.B.63,train,True
2557,4meg.B.64,train,True
2558,4meg.B.65,train,True
2559,4meg.B.66,train,True
2560,4meg.B.67,train,True
2561,4meg.B.68,train,True
2562,4meg.B.69,train,False
2563,4meg.B.70,train,True
2564,4meg.B.71,train,True
2565,4meg.B.72,train,False
2566,4meg.B.73,train,False
2567,4meg.B.74,train,False
2568,4meg.B.75,train,True
2569,4meg.B.76,train,True
2570,4meg.B.77,train,False
2571,4meg.B.78,train,False
2572,4meg.B.79,train,False
2573,4meg.B.80,train,False
2574,4meg.B.81,train,False
2575,4meg.B.82,train,False
2576,4meg.B.83,train,True
2577,4meg.B.84,train,True
2578,4meg.B.85,train,True
2579,4meg.B.86,train,True
2580,4meg.B.87,train,True
2581,4meg.B.88,train,True
2582,4meg.B.89,train,True
2583,4meg.B.90,train,True
2584,4meg.B.91,train,True
2585,4meg.B.92,train,True
2586,4meg.B.93,train,True
2587,4meg.B.94,train,False
2588,4meg.B.95,train,False
2589,4meg.B.96,train,False
2590,4meg.B.97,train,False
2591,4meg.B.98,train,False
2592,4meg.B.99,train,False
2593,4meg.B.100,train,True
2594,4meg.B.101,train,True
2595,4meg.B.102,train,True
2596,4meg.B.103,train,True
2597,4meg.B.104,train,True
2598,4meg.B.105,train,True
2599,4meg.B.106,train,True
2600,4meg.B.107,train,True
2601,4meg.B.108,train,True
2602,4meg.B.109,train,True
2603,4meg.B.110,train,True
2604,4meg.B.111,train,False
2605,4meg.B.112,train,False
2606,4meg.B.113,train,False
2607,4meg.B.114,train,False
2608,4meg.B.115,train,False
2609,4meg.B.116,train,False
2610,4meg.B.117,train,False
2611,4meg.B.118,train,True
2612,4meg.B.119,train,True
2613,4meg.B.120,train,True
2614,4meg.B.121,train,True
2615,4meg.B.122,train,True
2616,4meg.B.123,train,False
2617,4meg.B.124,train,False
2618,4meg.B.125,train,False
2619,4meg.B.126,train,False
2620,2g5k.A.3,train,True
2621,2g5k.A.2,train,True
2622,2g5k.A.4,train,True
2623,2g5k.A.5,train,True
2624,2g5k.A.6,train,True
2625,2g5k.A.7,train,True
2626,2g5k.A.8,train,True
2627,2g5k.A.9,train,True
2628,2g5k.A.10,train,True
2629,2g5k.A.11,train,True
2630,2g5k.A.12,train,True
2631,2g5k.A.13,train,True
2632,2g5k.A.14,train,True
2633,2g5k.A.15,train,True
2634,2g5k.A.16,train,True
2635,2g5k.A.17,train,True
2636,2g5k.A.18,train,True
2637,2g5k.A.19,train,True
2638,2g5k.A.20,train,True
2639,2g5k.A.21,train,True
2640,2g5k.A.22,train,True
2641,2g5k.A.23,train,False
2642,4yaz.R.3,test,True
2643,4yaz.R.2,test,True
2644,4yaz.R.4,test,False
2645,4yaz.R.5,test,False
2646,4yaz.R.6,test,False
2647,4yaz.R.7,test,False
2648,4yaz.R.8,test,True
2649,4yaz.R.9,test,True
2650,4yaz.R.10,test,True
2651,4yaz.R.11,test,True
2652,4yaz.R.12,test,True
2653,4yaz.R.13,test,True
2654,4yaz.R.14,test,True
2655,4yaz.R.15,test,True
2656,4yaz.R.16,test,True
2657,4yaz.R.17,test,True
2658,4yaz.R.18,test,False
2659,4yaz.R.19,test,True
2660,4yaz.R.20,test,True
2661,4yaz.R.21,test,False
2662,4yaz.R.22,test,False
2663,4yaz.R.23,test,False
2664,4yaz.R.24,test,False
2665,4yaz.R.25,test,False
2666,4yaz.R.26,test,False
2667,4yaz.R.27,test,False
2668,4yaz.R.28,test,False
2669,4yaz.R.29,test,False
2670,4yaz.R.30,test,False
2671,4yaz.R.31,test,False
2672,4yaz.R.32,test,False
2673,4yaz.R.33,test,False
2674,4yaz.R.34,test,False
2675,4yaz.R.35,test,False
2676,4yaz.R.36,test,False
2677,4yaz.R.37,test,False
2678,4yaz.R.38,test,False
2679,4yaz.R.39,test,False
2680,4yaz.R.40,test,True
2681,4yaz.R.41,test,True
2682,4yaz.R.42,test,True
2683,4yaz.R.43,test,True
2684,4yaz.R.44,test,True
2685,4yaz.R.45,test,True
2686,4yaz.R.46,test,True
2687,4yaz.R.47,test,False
2688,4yaz.R.48,test,True
2689,4yaz.R.49,test,True
2690,4yaz.R.50,test,True
2691,4yaz.R.51,test,True
2692,4yaz.R.52,test,True
2693,4yaz.R.53,test,False
2694,4yaz.R.54,test,False
2695,4yaz.R.55,test,False
2696,4yaz.R.56,test,True
2697,4yaz.R.57,test,False
2698,4yaz.R.58,test,True
2699,4yaz.R.59,test,False
2700,4yaz.R.60,test,False
2701,4yaz.R.61,test,False
2702,4yaz.R.62,test,False
2703,4yaz.R.63,test,False
2704,4yaz.R.64,test,True
2705,4yaz.R.65,test,True
2706,4yaz.R.66,test,True
2707,4yaz.R.67,test,True
2708,4yaz.R.68,test,True
2709,4yaz.R.69,test,False
2710,4yaz.R.70,test,False
2711,4yaz.R.71,test,False
2712,4yaz.R.72,test,False
2713,4yaz.R.73,test,False
2714,4yaz.R.74,test,True
2715,4yaz.R.75,test,True
2716,4yaz.R.76,test,True
2717,4yaz.R.77,test,False
2718,4yaz.R.78,test,True
2719,4yaz.R.79,test,True
2720,4yaz.R.80,test,True
2721,4yaz.R.81,test,True
2722,4yaz.R.82,test,True
2723,4yaz.R.83,test,True
2724,4yaz.R.84,test,True
2725,6hag.A.2,train,False
2726,6hag.A.1,train,False
2727,6hag.A.3,train,False
2728,6hag.A.4,train,False
2729,6hag.A.5,train,False
2730,6hag.A.6,train,True
2731,6hag.A.7,train,True
2732,6hag.A.8,train,True
2733,6hag.A.9,train,True
2734,6hag.A.10,train,False
2735,6hag.A.11,train,True
2736,6hag.A.12,train,True
2737,6hag.A.13,train,True
2738,6hag.A.14,train,True
2739,6hag.A.15,train,True
2740,6hag.A.16,train,True
2741,6hag.A.17,train,True
2742,6hag.A.18,train,True
2743,6hag.A.19,train,False
2744,6hag.A.20,train,False
2745,6hag.A.21,train,False
2746,6hag.A.22,train,False
2747,6hag.A.23,train,False
2748,6hag.A.24,train,False
2749,6hag.A.25,train,False
2750,6hag.A.26,train,False
2751,6hag.A.27,train,False
2752,6hag.A.28,train,False
2753,6hag.A.29,train,False
2754,6hag.A.30,train,False
2755,6hag.A.31,train,False
2756,6hag.A.32,train,False
2757,6hag.A.33,train,False
2758,6hag.A.34,train,False
2759,6hag.A.35,train,True
2760,6hag.A.36,train,True
2761,6hag.A.37,train,True
2762,6hag.A.38,train,True
2763,6hag.A.39,train,True
